ID;Short Name;Long Name;Route Type;Color;Route URL;Shape;geo_point_2d
100987763:N32;N32;N32;Bus;DC9600;;"{""type"": ""MultiLineString"", ""coordinates"": [[[2.505701, 48.753806], [2.511182, 48.762876], [2.509344, 48.766114], [2.508367, 48.770763], [2.495838, 48.773315], [2.489932, 48.771929], [2.486725, 48.768032], [2.481226, 48.765792], [2.470747, 48.767243], [2.463694, 48.768742], [2.461415, 48.77101], [2.459663, 48.771731], [2.457992, 48.77273], [2.456936, 48.774627], [2.456154, 48.777459], [2.463172, 48.777713], [2.466286, 48.777826], [2.465395, 48.780443], [2.464272, 48.782691], [2.462945, 48.785191], [2.46158, 48.788959], [2.460592, 48.79091], [2.460614, 48.794271], [2.457436, 48.796764], [2.45332, 48.799384], [2.450357, 48.800933], [2.444663, 48.803949], [2.441686, 48.805524], [2.43822, 48.807343], [2.434849, 48.809116], [2.431396, 48.810953], [2.423455, 48.814545], [2.407212, 48.819409], [2.401892, 48.820877], [2.398477, 48.822245], [2.394288, 48.824772], [2.389309, 48.828046], [2.388592, 48.831938], [2.388104, 48.834652], [2.385832, 48.835921], [2.382335, 48.837935], [2.381969, 48.840092], [2.378321, 48.841064], [2.373094, 48.844032]], [[2.505701, 48.753806], [2.511182, 48.762876], [2.509344, 48.766114], [2.508367, 48.770763], [2.495838, 48.773315], [2.489932, 48.771929], [2.486725, 48.768032], [2.481226, 48.765792], [2.470747, 48.767243], [2.463694, 48.768742]], [[2.373368, 48.845695], [2.371352, 48.845659], [2.373911, 48.84334], [2.37832, 48.840795], [2.38213, 48.837774], [2.385899, 48.835471], [2.388349, 48.834266], [2.388006, 48.831848], [2.399838, 48.821525], [2.402082, 48.820688], [2.408014, 48.81895], [2.418656, 48.817748], [2.421849, 48.814824], [2.42786, 48.812591], [2.432795, 48.809909], [2.434495, 48.809027], [2.43686, 48.807748], [2.441155, 48.80548], [2.44367, 48.804201], [2.454026, 48.798691], [2.456919, 48.796873], [2.460518, 48.793966], [2.460634, 48.791314], [2.461647, 48.788455], [2.462782, 48.785146], [2.464407, 48.782152], [2.46553, 48.779805], [2.466001, 48.778006], [2.463199, 48.777902], [2.455923, 48.777666], [2.457044, 48.774358], [2.457911, 48.772901], [2.46026, 48.771379], [2.461156, 48.770605], [2.463775, 48.768616], [2.470828, 48.766928], [2.481878, 48.765747], [2.486929, 48.767781], [2.490286, 48.772118], [2.496422, 48.773053], [2.508529, 48.770529], [2.508653, 48.766798], [2.511224, 48.763208], [2.505701, 48.753806]], [[2.373368, 48.845695], [2.371352, 48.845659], [2.373911, 48.84334], [2.37832, 48.840795], [2.38213, 48.837774], [2.385899, 48.835471], [2.388349, 48.834266], [2.388006, 48.831848], [2.399838, 48.821525], [2.402082, 48.820688], [2.408014, 48.81895], [2.418656, 48.817748], [2.421849, 48.814824], [2.42786, 48.812591], [2.432795, 48.809909], [2.434495, 48.809027], [2.43686, 48.807748], [2.441155, 48.80548], [2.44367, 48.804201], [2.454026, 48.798691], [2.456919, 48.796873], [2.460518, 48.793966]], [[2.460614, 48.794271], [2.457436, 48.796764], [2.45332, 48.799384], [2.450357, 48.800933], [2.444663, 48.803949], [2.441686, 48.805524], [2.43822, 48.807343], [2.434849, 48.809116], [2.431396, 48.810953], [2.423455, 48.814545], [2.407212, 48.819409], [2.401892, 48.820877], [2.398477, 48.822245], [2.394288, 48.824772], [2.389309, 48.828046], [2.388592, 48.831938], [2.388104, 48.834652], [2.385832, 48.835921], [2.382335, 48.837935], [2.381969, 48.840092], [2.378321, 48.841064], [2.373094, 48.844032]], [[2.421849, 48.814824], [2.42786, 48.812591], [2.432795, 48.809909], [2.434495, 48.809027], [2.43686, 48.807748], [2.441155, 48.80548], [2.44367, 48.804201], [2.454026, 48.798691], [2.456919, 48.796873], [2.460518, 48.793966], [2.460634, 48.791314], [2.461647, 48.788455], [2.462782, 48.785146], [2.464407, 48.782152], [2.46553, 48.779805], [2.466001, 48.778006], [2.463199, 48.777902], [2.455923, 48.777666], [2.457044, 48.774358], [2.457911, 48.772901], [2.46026, 48.771379], [2.461156, 48.770605], [2.463775, 48.768616], [2.470828, 48.766928], [2.481878, 48.765747], [2.486929, 48.767781], [2.490286, 48.772118], [2.496422, 48.773053], [2.508529, 48.770529], [2.508653, 48.766798], [2.511224, 48.763208], [2.505701, 48.753806]]]}";48.7965189871,2.44675612016
293193603:603;603;603;Bus;8D5E24;;"{""type"": ""MultiLineString"", ""coordinates"": [[[2.512017, 48.889673], [2.513807, 48.895206], [2.517173, 48.898859], [2.525819, 48.896132], [2.530947, 48.896896], [2.536705, 48.89854], [2.540212, 48.899334], [2.546618, 48.899251], [2.547888, 48.90323], [2.547485, 48.904972], [2.542883, 48.905962], [2.543368, 48.908064], [2.545549, 48.908634], [2.549153, 48.909187], [2.550939, 48.912266], [2.564484, 48.913625], [2.56847, 48.91457], [2.572428, 48.915515], [2.577814, 48.915432], [2.580213, 48.915355], [2.584212, 48.916003], [2.590183, 48.915766], [2.591776, 48.915259], [2.588713, 48.913495], [2.581479, 48.911992]], [[2.581846, 48.911748], [2.588768, 48.913549], [2.59168, 48.915242], [2.590074, 48.91582], [2.583435, 48.916086], [2.580418, 48.915382], [2.577991, 48.915531], [2.571828, 48.915426], [2.566095, 48.914071], [2.550378, 48.911952], [2.549756, 48.909824], [2.545736, 48.908766], [2.543341, 48.908181], [2.542691, 48.905666], [2.546716, 48.904805], [2.547189, 48.902135], [2.546524, 48.899665], [2.538834, 48.899193], [2.535505, 48.89821], [2.529749, 48.897267], [2.525751, 48.896186], [2.516996, 48.898787], [2.513273, 48.894237], [2.511907, 48.889493]]]}";48.9066522296,2.55223551725
062062044:44;44;44;Bus;568203;;"{""type"": ""MultiLineString"", ""coordinates"": [[[2.700342, 48.485206], [2.69621, 48.484014], [2.694858, 48.480224], [2.692268, 48.475107]], [[2.692322, 48.475089], [2.694869, 48.479801], [2.696416, 48.48457], [2.695597, 48.487405], [2.701023, 48.487811], [2.705156, 48.486962], [2.712426, 48.486175], [2.708551, 48.485189], [2.704304, 48.485077], [2.700342, 48.485206]], [[2.692322, 48.475089], [2.694869, 48.479801], [2.696416, 48.48457], [2.700585, 48.485034]], [[2.700585, 48.485034], [2.704438, 48.484977], [2.708401, 48.485073], [2.71248, 48.486238], [2.705291, 48.486988], [2.700605, 48.48801], [2.695543, 48.487414], [2.69621, 48.484014], [2.694858, 48.480224], [2.692268, 48.475107]], [[2.692322, 48.475089], [2.694869, 48.479801], [2.696416, 48.48457], [2.695597, 48.487405], [2.701023, 48.487811], [2.705156, 48.486962], [2.712426, 48.486175], [2.717416, 48.48624], [2.730757, 48.487095], [2.736954, 48.487461], [2.744544, 48.487813], [2.75084, 48.487009], [2.756812, 48.486412], [2.765939, 48.492789], [2.78207, 48.498591], [2.782993, 48.502049], [2.786392, 48.504014], [2.795301, 48.504861]], [[2.794815, 48.504971], [2.786214, 48.503826], [2.78287, 48.501906], [2.781989, 48.498583], [2.765398, 48.492728], [2.756609, 48.486377], [2.750989, 48.487026], [2.744274, 48.48785], [2.736453, 48.487436], [2.730582, 48.487105], [2.71739, 48.486276], [2.71248, 48.486238], [2.705291, 48.486988], [2.700605, 48.48801], [2.695543, 48.487414], [2.69621, 48.484014], [2.694858, 48.480224], [2.692268, 48.475107]]]}";48.4880502792,2.72797632105
100100027:27;27;27;Bus;FF5A00;;"{""type"": ""MultiLineString"", ""coordinates"": [[[2.341382, 48.856575], [2.343956, 48.854633], [2.343465, 48.852369], [2.342103, 48.849789], [2.34085, 48.846329], [2.34217, 48.843741], [2.343205, 48.841691], [2.346364, 48.840029], [2.350108, 48.83859], [2.351918, 48.836388], [2.353483, 48.834177], [2.354735, 48.832334], [2.357961, 48.83121], [2.359513, 48.83174], [2.36259, 48.832773], [2.365952, 48.831415], [2.369068, 48.829114], [2.371531, 48.82745], [2.373531, 48.826102], [2.376007, 48.82451], [2.377544, 48.823107], [2.373188, 48.821707], [2.37139, 48.820593]], [[2.324747, 48.875124], [2.327486, 48.873381], [2.329898, 48.872033], [2.331587, 48.871089], [2.332555, 48.869607], [2.333781, 48.866722], [2.334993, 48.864034], [2.333849, 48.859873], [2.338494, 48.859046], [2.341572, 48.858552], [2.341382, 48.856575], [2.343956, 48.854633], [2.343465, 48.852369], [2.342103, 48.849789], [2.34085, 48.846329], [2.34217, 48.843741], [2.343205, 48.841691], [2.346364, 48.840029], [2.350108, 48.83859], [2.351918, 48.836388], [2.353483, 48.834177], [2.354735, 48.832334], [2.357961, 48.83121], [2.359513, 48.83174], [2.36259, 48.832773], [2.365952, 48.831415], [2.369068, 48.829114], [2.371531, 48.82745], [2.373531, 48.826102], [2.376007, 48.82451], [2.377544, 48.823107], [2.373188, 48.821707], [2.37139, 48.820593]], [[2.369757, 48.821384], [2.374876, 48.823234], [2.376497, 48.823755], [2.376239, 48.824618], [2.373286, 48.826533], [2.371, 48.828035], [2.369231, 48.829266], [2.365163, 48.832224], [2.362304, 48.832872], [2.359254, 48.831848], [2.357321, 48.831228], [2.354993, 48.832505], [2.353782, 48.834249], [2.351673, 48.837251], [2.350203, 48.83877], [2.34586, 48.840469], [2.343505, 48.841638], [2.342388, 48.843875], [2.341122, 48.846419], [2.342552, 48.850068], [2.344078, 48.852962], [2.343642, 48.854157], [2.340932, 48.855838]], [[2.369757, 48.821384], [2.374876, 48.823234], [2.376497, 48.823755], [2.376239, 48.824618], [2.373286, 48.826533], [2.371, 48.828035], [2.369231, 48.829266], [2.365163, 48.832224], [2.362304, 48.832872], [2.359254, 48.831848], [2.357321, 48.831228], [2.354993, 48.832505], [2.353782, 48.834249], [2.351673, 48.837251], [2.350203, 48.83877], [2.34586, 48.840469], [2.343505, 48.841638], [2.342388, 48.843875], [2.341122, 48.846419], [2.342552, 48.850068], [2.344078, 48.852962], [2.343642, 48.854157], [2.340932, 48.855838], [2.337445, 48.857689], [2.333713, 48.858264], [2.334925, 48.862084], [2.33517, 48.864277], [2.334339, 48.866218], [2.333522, 48.868178], [2.332827, 48.869777], [2.33171, 48.871287], [2.330034, 48.872195], [2.327677, 48.873516], [2.324747, 48.875124]], [[2.357961, 48.83121], [2.359513, 48.83174], [2.36259, 48.832773], [2.365952, 48.831415], [2.369068, 48.829114], [2.371531, 48.82745], [2.373531, 48.826102], [2.376007, 48.82451], [2.377544, 48.823107], [2.373188, 48.821707], [2.37139, 48.820593]]]}";48.8402571157,2.35402560081
100100086:86;86;86;Bus;FF1400;;"{""type"": ""MultiLineString"", ""coordinates"": [[[2.420385, 48.835272], [2.417803, 48.838294], [2.417642, 48.839993], [2.417851, 48.843363], [2.417692, 48.845853], [2.410341, 48.847197], [2.406678, 48.847522], [2.402811, 48.847875], [2.397228, 48.848489], [2.394655, 48.84867], [2.392503, 48.848977], [2.389086, 48.849508], [2.385695, 48.850013], [2.383734, 48.850284], [2.379295, 48.850672], [2.376558, 48.851293], [2.373304, 48.852094], [2.370853, 48.853038], [2.367653, 48.852841], [2.362926, 48.851404], [2.359276, 48.850291], [2.355448, 48.848988], [2.349729, 48.848405], [2.346215, 48.849322], [2.343369, 48.850131], [2.340087, 48.85165], [2.333496, 48.851344], [2.330704, 48.851784], [2.327613, 48.851793], [2.32414, 48.851757], [2.318597, 48.851774], [2.314879, 48.851845], [2.310834, 48.851566], [2.308409, 48.853012], [2.306039, 48.854351], [2.302033, 48.856525], [2.299499, 48.857432], [2.296028, 48.855076]], [[2.420385, 48.835272], [2.417803, 48.838294], [2.417642, 48.839993], [2.417851, 48.843363], [2.417692, 48.845853], [2.410341, 48.847197], [2.406678, 48.847522], [2.402811, 48.847875], [2.397228, 48.848489], [2.394655, 48.84867], [2.392503, 48.848977], [2.389086, 48.849508], [2.385695, 48.850013], [2.383734, 48.850284], [2.379295, 48.850672], [2.376558, 48.851293], [2.373304, 48.852094], [2.370853, 48.853038], [2.367653, 48.852841], [2.362926, 48.851404], [2.359276, 48.850291], [2.355448, 48.848988], [2.349729, 48.848405], [2.346215, 48.849322], [2.343369, 48.850131], [2.340087, 48.85165], [2.333496, 48.851344], [2.334367, 48.853429]], [[2.296328, 48.854707], [2.299949, 48.85718], [2.303178, 48.855581], [2.306066, 48.85409], [2.308777, 48.852437], [2.311407, 48.850748], [2.314049, 48.850596], [2.31518, 48.848969], [2.316052, 48.84737], [2.320954, 48.84853], [2.323051, 48.849582], [2.326196, 48.850993], [2.330976, 48.852234], [2.334367, 48.853429], [2.337377, 48.85271], [2.339706, 48.852162], [2.34371, 48.851164], [2.345984, 48.850598], [2.347741, 48.850166], [2.353746, 48.849366], [2.359398, 48.85012], [2.363076, 48.851243], [2.367053, 48.852437], [2.371084, 48.852705], [2.373358, 48.851887], [2.375646, 48.851311], [2.379104, 48.850492], [2.382509, 48.850239], [2.385586, 48.849842], [2.389807, 48.849194], [2.393129, 48.848689], [2.394614, 48.848481], [2.397023, 48.848049], [2.402811, 48.847659], [2.406623, 48.847307], [2.410231, 48.847008], [2.417461, 48.846212], [2.417524, 48.842923], [2.417453, 48.84108], [2.417598, 48.838141], [2.420385, 48.835272]], [[2.334367, 48.853429], [2.337377, 48.85271], [2.339706, 48.852162], [2.34371, 48.851164], [2.345984, 48.850598], [2.347741, 48.850166], [2.353746, 48.849366], [2.359398, 48.85012], [2.363076, 48.851243], [2.367053, 48.852437], [2.371084, 48.852705], [2.373358, 48.851887], [2.375646, 48.851311], [2.379104, 48.850492], [2.382509, 48.850239], [2.385586, 48.849842], [2.389807, 48.849194], [2.393129, 48.848689], [2.394614, 48.848481], [2.397023, 48.848049], [2.402811, 48.847659], [2.406623, 48.847307], [2.410231, 48.847008], [2.417461, 48.846212], [2.417524, 48.842923], [2.417453, 48.84108], [2.417598, 48.838141], [2.420385, 48.835272]], [[2.406623, 48.847307], [2.410231, 48.847008], [2.417461, 48.846212], [2.417524, 48.842923], [2.417453, 48.84108], [2.417598, 48.838141], [2.420385, 48.835272]]]}";48.8490593432,2.37103935574
291191005:91-05;91-05;EXPRESS 91-05;Bus;1AC7FF;;"{""type"": ""MultiLineString"", ""coordinates"": [[[2.257999, 48.72333], [2.208722, 48.685948], [2.199061, 48.684418], [2.188733, 48.683561], [2.263081, 48.626767], [2.341133, 48.624543], [2.412904, 48.625445], [2.428444, 48.625767], [2.436247, 48.629194], [2.439483, 48.62645], [2.428755, 48.625047]], [[2.428212, 48.625066], [2.439768, 48.626404], [2.436397, 48.62932], [2.42816, 48.625947], [2.413053, 48.625382], [2.34116, 48.624489], [2.263041, 48.626713], [2.188663, 48.684082], [2.199007, 48.684355], [2.20951, 48.68576], [2.258189, 48.723366]], [[2.257999, 48.72333], [2.208722, 48.685948], [2.199376, 48.683349], [2.196383, 48.680649], [2.194052, 48.684215], [2.188733, 48.683561], [2.263081, 48.626767], [2.341133, 48.624543], [2.412904, 48.625445], [2.428444, 48.625767], [2.436247, 48.629194], [2.439483, 48.62645], [2.428755, 48.625047]], [[2.428212, 48.625066], [2.439768, 48.626404], [2.436397, 48.62932], [2.42816, 48.625947], [2.413053, 48.625382], [2.34116, 48.624489], [2.263041, 48.626713], [2.188663, 48.684082], [2.194011, 48.68417], [2.196437, 48.68064], [2.19947, 48.683475], [2.20951, 48.68576], [2.258189, 48.723366]], [[2.428212, 48.625066], [2.34116, 48.624489], [2.263041, 48.626713], [2.258189, 48.723366]]]}";48.6489771646,2.2964280972
100100028:28;28;28;Bus;FF82B4;;"{""type"": ""MultiLineString"", ""coordinates"": [[[2.311453, 48.894507], [2.309887, 48.891622], [2.313173, 48.889817], [2.314414, 48.887624], [2.320017, 48.882331], [2.321898, 48.879042], [2.323657, 48.875807], [2.321382, 48.87462], [2.316368, 48.874116], [2.311763, 48.873253], [2.309885, 48.869433], [2.309967, 48.868534], [2.310051, 48.865209], [2.310189, 48.862], [2.309958, 48.859645], [2.309497, 48.857102], [2.307264, 48.855574], [2.306066, 48.85409], [2.308777, 48.852437], [2.311407, 48.850748], [2.311463, 48.846857], [2.316134, 48.846615], [2.318817, 48.845528], [2.322127, 48.843605], [2.320752, 48.842068]], [[2.320752, 48.842068], [2.323406, 48.843722], [2.322276, 48.844504], [2.318476, 48.845977], [2.315508, 48.846597], [2.312239, 48.847252], [2.31142, 48.851054], [2.308409, 48.853012], [2.30642, 48.854755], [2.30951, 48.856823], [2.310312, 48.860338], [2.310515, 48.862297], [2.310419, 48.865254], [2.310308, 48.868202], [2.311724, 48.869694], [2.31472, 48.87311], [2.314529, 48.874476], [2.320891, 48.874872], [2.323057, 48.877407], [2.322157, 48.879105], [2.320766, 48.881756], [2.317086, 48.885548], [2.313487, 48.887552], [2.313472, 48.889799], [2.309791, 48.891991], [2.311453, 48.894507]], [[2.311453, 48.894507], [2.309887, 48.891622], [2.313173, 48.889817], [2.314414, 48.887624], [2.316527, 48.885755], [2.320017, 48.882331], [2.321898, 48.879042], [2.323657, 48.875807], [2.321382, 48.87462], [2.316368, 48.874116], [2.311763, 48.873253], [2.309885, 48.869433], [2.309967, 48.868534], [2.310051, 48.865209], [2.310189, 48.862], [2.309958, 48.859645], [2.309497, 48.857102], [2.307264, 48.855574], [2.306066, 48.85409], [2.308777, 48.852437], [2.311407, 48.850748], [2.311463, 48.846857], [2.316134, 48.846615], [2.318817, 48.845528], [2.322127, 48.843605], [2.320752, 48.842068]]]}";48.8671005887,2.31441853045
014014108:R108;R108;R108;Bus;FF66FF;;"{""type"": ""MultiLineString"", ""coordinates"": [[[2.605269, 49.109181], [2.593182, 49.106045], [2.587756, 49.104691], [2.584179, 49.10371], [2.528181, 49.100532], [2.525207, 49.099504], [2.51457, 49.102162], [2.515712, 49.100057], [2.513355, 49.099117], [2.508922, 49.099259], [2.504623, 49.098582], [2.503412, 49.096346], [2.499041, 49.094591], [2.493121, 49.095893], [2.487662, 49.096304]], [[2.605269, 49.109181], [2.593182, 49.106045], [2.587756, 49.104691], [2.584179, 49.10371], [2.560167, 49.089191], [2.528181, 49.100532], [2.51457, 49.102162], [2.515712, 49.100057], [2.513355, 49.099117], [2.508922, 49.099259], [2.504623, 49.098582], [2.503412, 49.096346], [2.499041, 49.094591], [2.493121, 49.095893], [2.487662, 49.096304], [2.504972, 49.083683], [2.503073, 49.080379]], [[2.487512, 49.096331], [2.487796, 49.095226], [2.493121, 49.095893], [2.499329, 49.094689], [2.503645, 49.096489], [2.50502, 49.098662], [2.510003, 49.099122], [2.5133, 49.098938], [2.516041, 49.100165], [2.514776, 49.102323], [2.525207, 49.099504], [2.528071, 49.100425], [2.584123, 49.103494], [2.587796, 49.104511], [2.593619, 49.105945], [2.605269, 49.109181]]]}";49.099672725,2.54223392996
510510006:06;06;06;Bus;000000;;"{""type"": ""MultiLineString"", ""coordinates"": [[[2.783612, 48.870523], [2.793885, 48.870592], [2.788676, 48.879393], [2.781888, 48.879166], [2.793504, 48.891345], [2.795579, 48.892479], [2.796438, 48.893284], [2.798336, 48.894378], [2.798342, 48.896315], [2.793828, 48.895595], [2.79165, 48.897248], [2.79265, 48.901064], [2.795931, 48.902202], [2.802734, 48.905276], [2.811917, 48.903622]], [[2.811917, 48.903622], [2.802297, 48.903707], [2.7916, 48.897689], [2.793732, 48.895535], [2.798371, 48.896213], [2.798373, 48.894665], [2.796483, 48.893426], [2.793393, 48.89149], [2.782187, 48.87912], [2.788334, 48.879277], [2.795659, 48.870828], [2.783612, 48.870523]], [[2.811917, 48.903622], [2.802735, 48.90533], [2.795863, 48.902157], [2.792801, 48.901189], [2.7916, 48.897689], [2.793732, 48.895535], [2.798371, 48.896213], [2.798373, 48.894665], [2.796483, 48.893426], [2.793393, 48.89149], [2.782187, 48.87912], [2.788334, 48.879277], [2.795659, 48.870828], [2.783612, 48.870523]], [[2.79265, 48.901064], [2.795931, 48.902202], [2.802734, 48.905276], [2.811917, 48.903622], [2.802297, 48.903707], [2.7916, 48.897689], [2.793732, 48.895535], [2.798371, 48.896213], [2.798373, 48.894665], [2.796483, 48.893426], [2.793393, 48.89149], [2.782187, 48.87912], [2.788334, 48.879277], [2.795659, 48.870828], [2.783612, 48.870523]], [[2.77373, 48.855326], [2.788676, 48.879393], [2.781888, 48.879166], [2.793504, 48.891345], [2.795579, 48.892479], [2.796438, 48.893284], [2.798336, 48.894378], [2.798342, 48.896315], [2.793828, 48.895595], [2.79165, 48.897248], [2.79265, 48.901064], [2.795931, 48.902202], [2.802734, 48.905276], [2.811917, 48.903622]], [[2.811917, 48.903622], [2.802735, 48.90533], [2.795863, 48.902157], [2.792801, 48.901189], [2.7916, 48.897689], [2.793732, 48.895535], [2.798371, 48.896213], [2.798373, 48.894665], [2.796483, 48.893426], [2.793393, 48.89149], [2.782187, 48.87912], [2.788334, 48.879277], [2.795659, 48.870828], [2.773606, 48.855209]], [[2.805017, 48.896801], [2.798342, 48.896315], [2.793828, 48.895595], [2.79165, 48.897248], [2.80232, 48.903646], [2.811917, 48.903622], [2.802735, 48.90533], [2.795863, 48.902157], [2.792801, 48.901189], [2.798373, 48.894665], [2.796483, 48.893426], [2.793393, 48.89149], [2.782187, 48.87912], [2.788334, 48.879277], [2.795659, 48.870828], [2.783612, 48.870523]], [[2.793504, 48.891345], [2.795579, 48.892479], [2.796438, 48.893284], [2.798336, 48.894378], [2.798342, 48.896315], [2.793828, 48.895595], [2.79165, 48.897248], [2.79265, 48.901064], [2.795931, 48.902202], [2.802734, 48.905276], [2.811917, 48.903622]], [[2.811917, 48.903622], [2.802735, 48.90533], [2.795863, 48.902157], [2.792801, 48.901189], [2.7916, 48.897689], [2.793732, 48.895535], [2.798371, 48.896213], [2.798373, 48.894665], [2.796483, 48.893426], [2.793393, 48.89149]], [[2.789677, 48.897903], [2.793732, 48.895535], [2.798371, 48.896213], [2.798373, 48.894665], [2.796483, 48.893426], [2.793393, 48.89149]], [[2.811917, 48.903622], [2.80232, 48.903646], [2.7916, 48.897689], [2.793732, 48.895535], [2.798371, 48.896213], [2.798373, 48.894665], [2.796483, 48.893426], [2.793393, 48.89149], [2.782187, 48.87912], [2.788334, 48.879277], [2.795659, 48.870828], [2.773606, 48.855209]], [[2.798342, 48.896315], [2.793828, 48.895595], [2.79165, 48.897248], [2.79265, 48.901064], [2.795931, 48.902202], [2.802734, 48.905276], [2.811917, 48.903622], [2.811917, 48.903622], [2.802297, 48.903707], [2.7916, 48.897689], [2.793732, 48.895535], [2.798371, 48.896213], [2.798373, 48.894665], [2.796483, 48.893426], [2.793393, 48.89149], [2.782187, 48.87912], [2.788334, 48.879277], [2.795659, 48.870828], [2.783612, 48.870523]], [[2.789677, 48.897903], [2.79165, 48.897248], [2.79265, 48.901064], [2.795931, 48.902202], [2.802734, 48.905276], [2.811917, 48.903622], [2.802297, 48.903707], [2.793732, 48.895535], [2.798371, 48.896213], [2.798373, 48.894665], [2.796483, 48.893426], [2.793393, 48.89149]], [[2.805017, 48.896801], [2.798371, 48.896213], [2.793732, 48.895535], [2.789677, 48.897903], [2.798373, 48.894665], [2.796483, 48.893426], [2.793393, 48.89149]], [[2.783612, 48.870523], [2.788676, 48.879393], [2.781888, 48.879166], [2.793504, 48.891345], [2.795579, 48.892479], [2.796438, 48.893284], [2.798336, 48.894378], [2.798342, 48.896315], [2.793828, 48.895595], [2.789677, 48.897903], [2.79165, 48.897248], [2.79265, 48.901064], [2.795931, 48.902202], [2.802734, 48.905276], [2.811917, 48.903622]], [[2.793504, 48.891345], [2.795579, 48.892479], [2.796438, 48.893284], [2.798336, 48.894378], [2.798342, 48.896315], [2.793828, 48.895595], [2.79265, 48.901064], [2.795931, 48.902202], [2.802734, 48.905276], [2.802297, 48.903707], [2.7916, 48.897689], [2.789677, 48.897903]], [[2.793504, 48.891345], [2.795579, 48.892479], [2.796438, 48.893284], [2.798336, 48.894378], [2.798342, 48.896315], [2.793828, 48.895595], [2.79165, 48.897248], [2.79265, 48.901064], [2.795931, 48.902202], [2.802734, 48.905276], [2.802297, 48.903707], [2.805017, 48.896801]]]}";48.8905471755,2.79431571163
230410430:430;430;430;Bus;B1BADB;;"{""type"": ""MultiLineString"", ""coordinates"": [[[2.005491, 48.774252], [1.998654, 48.771707], [1.996091, 48.770549], [1.99049, 48.76834], [1.98457, 48.765186], [1.984837, 48.763928], [1.980769, 48.762235], [1.981588, 48.759838], [1.983916, 48.757409], [1.991794, 48.760317], [1.999604, 48.765697], [1.997423, 48.766535], [1.993518, 48.764888], [1.991889, 48.766555], [1.996254, 48.768509], [2.007797, 48.770906], [2.010491, 48.77281], [2.005491, 48.774252]], [[2.005491, 48.774252], [2.010532, 48.772684], [2.007727, 48.771112], [1.995575, 48.768426], [1.99162, 48.766177], [1.993885, 48.764871], [1.997682, 48.766482], [1.99966, 48.765373], [1.991034, 48.760126], [1.983995, 48.757796], [1.981845, 48.760009], [1.981002, 48.76202], [1.985516, 48.763939], [1.984637, 48.765312], [1.990912, 48.768332], [1.995862, 48.770342], [1.998817, 48.771671], [2.005491, 48.774252]]]}";48.7667057273,1.99501263593
014014091:TBUS1;T'BUS 1;T'bus 1;Bus;E20E12;;"{""type"": ""MultiLineString"", ""coordinates"": [[[2.575404, 48.960794], [2.578809, 48.959178], [2.580659, 48.955175], [2.583208, 48.951567], [2.578918, 48.950488], [2.576609, 48.949863], [2.571862, 48.950026], [2.569617, 48.948574], [2.567801, 48.945163], [2.56673, 48.949847], [2.566321, 48.952921], [2.565524, 48.954747], [2.563364, 48.957043], [2.56137, 48.959814], [2.559702, 48.962316], [2.56327, 48.963513], [2.565116, 48.964328], [2.568552, 48.966604], [2.559432, 48.975733], [2.556248, 48.978058], [2.555812, 48.981518], [2.553759, 48.983526], [2.550047, 48.984126], [2.543972, 48.991191], [2.544905, 48.988772], [2.537522, 48.986268], [2.533768, 48.986688], [2.525518, 48.989559], [2.524322, 48.99125], [2.523965, 48.994504], [2.527011, 48.998166], [2.528732, 49.002045], [2.535577, 49.002474], [2.547987, 49.004511], [2.558391, 49.003656], [2.559144, 49.010422]], [[2.559144, 49.010422], [2.558391, 49.003656], [2.548438, 49.004699], [2.534908, 49.002583], [2.528021, 49.001884], [2.525196, 48.998573], [2.52342, 48.994658], [2.5239, 48.991458], [2.52534, 48.989362], [2.529396, 48.989598], [2.531832, 48.987455], [2.537806, 48.985576], [2.545111, 48.988942], [2.543972, 48.991191], [2.549993, 48.984081], [2.551941, 48.982963], [2.553976, 48.983292], [2.555593, 48.981393], [2.556384, 48.977896], [2.55954, 48.975365], [2.568849, 48.965857], [2.565116, 48.964328], [2.562929, 48.963586], [2.559209, 48.961823], [2.561695, 48.959275], [2.563146, 48.957016], [2.565238, 48.954766], [2.566062, 48.953021], [2.566527, 48.950171], [2.567801, 48.945163], [2.569809, 48.948727], [2.573428, 48.949429], [2.576212, 48.949622], [2.579163, 48.950326], [2.582264, 48.951128], [2.581244, 48.954662], [2.578809, 48.959178], [2.575622, 48.96073]], [[2.567801, 48.945163], [2.569809, 48.948727], [2.573428, 48.949429], [2.576212, 48.949622], [2.579163, 48.950326], [2.582264, 48.951128], [2.581244, 48.954662], [2.578809, 48.959178], [2.575622, 48.96073]], [[2.575404, 48.960794], [2.578809, 48.959178], [2.580659, 48.955175], [2.583208, 48.951567], [2.578918, 48.950488], [2.576609, 48.949863], [2.571862, 48.950026], [2.569617, 48.948574], [2.567801, 48.945163]]]}";48.9747571165,2.55713395341
