ID;Short Name;Long Name;Route Type;Color;Route URL;Shape;geo_point_2d
005005017:17;17;17;Bus;A1C74D;;"{""type"": ""MultiLineString"", ""coordinates"": [[[1.79716, 48.770553], [1.80827, 48.774736], [1.8129, 48.776865], [1.812957, 48.778978], [1.818054, 48.781662], [1.821331, 48.783042], [1.824238, 48.784789], [1.819897, 48.787818], [1.813516, 48.789219], [1.815057, 48.802438]], [[1.815057, 48.802438], [1.813462, 48.789192], [1.819655, 48.787484], [1.824185, 48.784645], [1.821493, 48.783196], [1.817524, 48.781596], [1.812969, 48.77884], [1.812826, 48.776561], [1.808348, 48.774798], [1.79716, 48.770553]], [[1.79716, 48.770553], [1.80827, 48.774736], [1.8129, 48.776865], [1.812957, 48.778978], [1.815057, 48.802438]], [[1.79716, 48.770553], [1.80827, 48.774736], [1.8129, 48.776865], [1.812957, 48.778978], [1.818054, 48.781662], [1.821331, 48.783042], [1.824238, 48.784789], [1.819897, 48.787818], [1.813516, 48.789219], [1.815057, 48.802438], [1.782008, 48.802598]], [[1.782008, 48.802598], [1.815057, 48.802438], [1.813462, 48.789192], [1.819655, 48.787484], [1.824185, 48.784645], [1.821493, 48.783196], [1.817524, 48.781596], [1.812969, 48.77884], [1.812826, 48.776561], [1.808348, 48.774798], [1.79716, 48.770553]], [[1.815057, 48.802438], [1.812969, 48.77884], [1.812826, 48.776561], [1.808348, 48.774798], [1.79716, 48.770553]]]}";48.786858353,1.81015144956
039262261:261;261;261 Versailles - Buc/Haut-Pré;Bus;EF7D00;;"{""type"": ""MultiLineString"", ""coordinates"": [[[2.127611, 48.800011], [2.131101, 48.801716], [2.136222, 48.796808], [2.138053, 48.794807], [2.135834, 48.791603], [2.1327, 48.78598], [2.132475, 48.784389], [2.131496, 48.780954], [2.129883, 48.776188], [2.133329, 48.774908], [2.129, 48.769157], [2.124287, 48.771189], [2.121188, 48.77095], [2.118942, 48.768142], [2.112628, 48.769298], [2.112923, 48.770449], [2.105972, 48.770921]], [[2.105972, 48.770921], [2.112787, 48.770422], [2.113132, 48.769093], [2.119606, 48.768835], [2.121378, 48.771085], [2.123158, 48.771367], [2.124806, 48.770615], [2.129163, 48.76923], [2.133589, 48.774468], [2.130142, 48.776116], [2.132037, 48.781818], [2.132583, 48.784551], [2.133198, 48.787285], [2.135781, 48.791379], [2.137837, 48.79433], [2.135853, 48.79714], [2.132125, 48.800729], [2.127611, 48.800011]], [[2.105972, 48.770921], [2.112787, 48.770422], [2.113132, 48.769093], [2.118577, 48.767638], [2.117441, 48.763097], [2.122975, 48.762954], [2.122983, 48.764266], [2.11864, 48.765777], [2.117791, 48.767133], [2.119606, 48.768835], [2.121378, 48.771085], [2.123158, 48.771367], [2.124806, 48.770615], [2.129163, 48.76923], [2.133589, 48.774468], [2.130142, 48.776116], [2.132037, 48.781818], [2.132583, 48.784551], [2.133198, 48.787285], [2.135781, 48.791379], [2.137837, 48.79433], [2.135853, 48.79714], [2.132125, 48.800729], [2.127611, 48.800011]], [[2.127611, 48.800011], [2.131101, 48.801716], [2.136222, 48.796808], [2.138053, 48.794807], [2.135834, 48.791603], [2.1327, 48.78598], [2.132475, 48.784389], [2.131496, 48.780954], [2.129883, 48.776188], [2.133329, 48.774908], [2.129, 48.769157], [2.124287, 48.771189], [2.121188, 48.77095], [2.118942, 48.768142], [2.118577, 48.767638], [2.118803, 48.765607], [2.123079, 48.764177], [2.122528, 48.762585], [2.117495, 48.763232], [2.117791, 48.767133], [2.112628, 48.769298], [2.112923, 48.770449], [2.105972, 48.770921]]]}";48.7786338231,2.12634769497
010010028:114;114;114;Bus;19FF99;;"{""type"": ""MultiLineString"", ""coordinates"": [[[2.331867, 48.669649], [2.328433, 48.672409], [2.323845, 48.673181], [2.320208, 48.673486], [2.318606, 48.674825], [2.316828, 48.67452], [2.31311, 48.673296], [2.313438, 48.666941], [2.316519, 48.666439], [2.317762, 48.667782], [2.319612, 48.668911], [2.325393, 48.672399], [2.328229, 48.672481], [2.331772, 48.669622]]]}";48.6712420232,2.32147120856
100110100:FUN;FUN;FUNICULAIRE;Funicular;AFAFAF;;"{""type"": ""MultiLineString"", ""coordinates"": [[[2.34261, 48.884696], [2.342542, 48.885577]], [[2.342542, 48.885577], [2.34261, 48.884696]]]}";48.8851365,2.342576
014014012:12;12;12;Bus;0087FF;;"{""type"": ""MultiLineString"", ""coordinates"": [[[2.430181, 49.12074], [2.431308, 49.123075], [2.429523, 49.127695], [2.4265, 49.129629], [2.423039, 49.131402], [2.418111, 49.132008], [2.422062, 49.128402], [2.426557, 49.122962], [2.42476, 49.120699], [2.423457, 49.11902], [2.421428, 49.117152], [2.422616, 49.115858], [2.422106, 49.113306], [2.422046, 49.110287], [2.422202, 49.105336], [2.462733, 49.02405]], [[2.462733, 49.02405], [2.422354, 49.105857], [2.422224, 49.110476], [2.422312, 49.113692], [2.422822, 49.115813], [2.421428, 49.117152], [2.423607, 49.119002], [2.424965, 49.120726], [2.426831, 49.122989], [2.430181, 49.12074], [2.431308, 49.123075], [2.429523, 49.127695], [2.4265, 49.129629], [2.423039, 49.131402], [2.418111, 49.132008], [2.422062, 49.128402]], [[2.422062, 49.128402], [2.462733, 49.02405]], [[2.462733, 49.02405], [2.430181, 49.12074]]]}";49.0807765013,2.43958199894
062062062:2;2;2;Bus;1E7FCB;;"{""type"": ""MultiLineString"", ""coordinates"": [[[2.74172, 48.413086], [2.739666, 48.41116], [2.735057, 48.410591], [2.736159, 48.413456], [2.738783, 48.415676], [2.736917, 48.418955], [2.734275, 48.419603], [2.729509, 48.418162], [2.7266, 48.415519]], [[2.72668, 48.415393], [2.729685, 48.418188], [2.732853, 48.419104], [2.73693, 48.41891], [2.739808, 48.415529], [2.74172, 48.413086]], [[2.72668, 48.415393], [2.729685, 48.418188], [2.732853, 48.419104], [2.73693, 48.41891], [2.739808, 48.415529], [2.74172, 48.413086], [2.739666, 48.41116], [2.735057, 48.410591], [2.736159, 48.413456]], [[2.72668, 48.415393], [2.735057, 48.410591]], [[2.735057, 48.410591], [2.736159, 48.413456], [2.738783, 48.415676], [2.736917, 48.418955], [2.734275, 48.419603], [2.729509, 48.418162], [2.7266, 48.415519]]]}";48.4156981362,2.73463581431
350350027:F;F;F;Bus;00903E;;"{""type"": ""MultiLineString"", ""coordinates"": [[[1.703869, 48.989583], [1.715273, 48.983792], [1.722361, 48.983667], [1.721648, 48.985056], [1.717683, 48.986635], [1.718497, 48.989372], [1.718588, 48.990882], [1.712783, 48.989845], [1.703869, 48.989583]]]}";48.9873431511,1.71382329874
064608015:207;207;207;Bus;FF6600;;"{""type"": ""MultiLineString"", ""coordinates"": [[[2.812969, 48.351102], [2.822889, 48.355323], [2.826368, 48.36097], [2.826632, 48.363244], [2.826963, 48.369797], [2.821371, 48.372068], [2.815511, 48.37001], [2.810517, 48.37159], [2.808377, 48.373703], [2.798178, 48.377929]], [[2.798292, 48.377878], [2.808503, 48.373724], [2.810611, 48.371649], [2.815387, 48.370024], [2.81459, 48.373223], [2.822125, 48.371957], [2.827054, 48.369464], [2.826373, 48.362957], [2.826208, 48.361232], [2.822793, 48.355372], [2.812922, 48.351198]], [[2.798292, 48.377878], [2.808503, 48.373724], [2.810611, 48.371649], [2.815387, 48.370024], [2.81459, 48.373223], [2.822125, 48.371957], [2.827054, 48.369464], [2.826373, 48.362957], [2.826208, 48.361232], [2.822793, 48.355372], [2.812922, 48.351198], [2.79039, 48.336434], [2.786125, 48.334454], [2.813464, 48.312488], [2.824348, 48.302106], [2.825319, 48.300555]], [[2.825681, 48.300319], [2.824246, 48.302083], [2.813423, 48.312349], [2.786367, 48.334354], [2.790306, 48.336119], [2.812969, 48.351102], [2.822889, 48.355323], [2.826368, 48.36097], [2.826632, 48.363244], [2.826963, 48.369797], [2.821371, 48.372068], [2.815511, 48.37001], [2.810517, 48.37159], [2.808377, 48.373703], [2.798178, 48.377929]]]}";48.3503503156,2.81155381146
014077749:749B;749 B;749 B;Bus;49B856;;"{""type"": ""MultiLineString"", ""coordinates"": [[[2.681032, 49.062774], [2.684868, 49.061837], [2.68538, 49.060677], [2.687957, 49.057605], [2.691654, 49.056399], [2.695945, 49.056063], [2.685306, 49.053731], [2.68025, 49.054141], [2.674706, 49.055289], [2.674844, 49.053356], [2.663856, 49.047483], [2.658908, 49.049932], [2.656339, 49.05223], [2.658691, 49.052367], [2.663762, 49.052102], [2.667277, 49.052281], [2.639429, 49.033861], [2.635201, 49.033036], [2.634409, 49.033182], [2.625434, 49.043727], [2.624659, 49.046892], [2.60732, 49.061552], [2.602531, 49.063684], [2.599525, 49.064283], [2.596615, 49.064712], [2.605228, 49.109119]], [[2.605228, 49.109119], [2.605228, 49.109119], [2.596682, 49.06455], [2.59984, 49.064337], [2.604485, 49.068783], [2.60606, 49.066488], [2.602395, 49.063819], [2.607139, 49.061121], [2.624412, 49.04674], [2.625338, 49.043601], [2.634409, 49.033182], [2.635706, 49.032999], [2.639524, 49.033726], [2.663856, 49.047483], [2.658908, 49.049932], [2.656339, 49.05223], [2.658691, 49.052367], [2.663762, 49.052102], [2.667277, 49.052281], [2.674856, 49.053141], [2.678129, 49.053913], [2.685427, 49.053488], [2.696098, 49.05635], [2.690782, 49.05881], [2.686214, 49.060746], [2.681462, 49.061659], [2.681135, 49.063951], [2.677505, 49.071285], [2.67541, 49.075029], [2.6761, 49.078037], [2.673881, 49.079751], [2.668805, 49.081598], [2.650765, 49.084423], [2.646615, 49.083706]], [[2.605228, 49.109119], [2.605228, 49.109119], [2.596682, 49.06455], [2.59984, 49.064337], [2.602395, 49.063819], [2.607139, 49.061121], [2.624412, 49.04674], [2.625338, 49.043601], [2.634409, 49.033182], [2.635706, 49.032999], [2.639524, 49.033726], [2.663856, 49.047483], [2.658908, 49.049932], [2.656339, 49.05223], [2.658691, 49.052367], [2.663762, 49.052102], [2.667277, 49.052281], [2.674856, 49.053141], [2.678129, 49.053913], [2.685427, 49.053488], [2.696098, 49.05635], [2.690782, 49.05881], [2.686214, 49.060746], [2.681462, 49.061659], [2.681135, 49.063951]]]}";49.0600403217,2.64120654552
010018013:202;202;202;Bus;7FFF33;;"{""type"": ""MultiLineString"", ""coordinates"": [[[2.358509, 48.573202], [2.355042, 48.567488], [2.353344, 48.571094], [2.353391, 48.574649], [2.356946, 48.57634], [2.361035, 48.578283], [2.37146, 48.602978], [2.315874, 48.608574], [2.313558, 48.608701], [2.302975, 48.606749]], [[2.302975, 48.606749], [2.313991, 48.608545], [2.316129, 48.608423], [2.37146, 48.602978], [2.361166, 48.578282], [2.358509, 48.573202], [2.355042, 48.567488], [2.353344, 48.571094], [2.353391, 48.574649], [2.356946, 48.57634], [2.361035, 48.578283], [2.36879, 48.595388], [2.37146, 48.602978], [2.315874, 48.608574], [2.313558, 48.608701], [2.30288, 48.606686]], [[2.302975, 48.606749], [2.313991, 48.608545], [2.316129, 48.608423], [2.37146, 48.602978], [2.36879, 48.595388], [2.361166, 48.578282], [2.358509, 48.573202], [2.355042, 48.567488], [2.353344, 48.571094], [2.353391, 48.574649], [2.356946, 48.57634], [2.361035, 48.578283], [2.37146, 48.602978], [2.315874, 48.608574], [2.313558, 48.608701], [2.30288, 48.606686]], [[2.302975, 48.606749], [2.313991, 48.608545], [2.316129, 48.608423], [2.37146, 48.602978], [2.361166, 48.578282], [2.358509, 48.573202], [2.355042, 48.567488], [2.353344, 48.571094], [2.353391, 48.574649], [2.356946, 48.57634]], [[2.302975, 48.606749], [2.313991, 48.608545], [2.316129, 48.608423], [2.321928, 48.603912], [2.37146, 48.602978], [2.36879, 48.595388]]]}";48.5980991972,2.34631758925
070070001:7001;7001;7001;Bus;8066FF;;"{""type"": ""MultiLineString"", ""coordinates"": [[[2.474096, 48.614019], [2.481266, 48.613471], [2.486177, 48.614517], [2.489163, 48.620374], [2.48921, 48.618046], [2.490993, 48.61594], [2.494116, 48.61296], [2.497288, 48.612956], [2.501274, 48.613094], [2.505791, 48.613735], [2.499511, 48.61725], [2.501428, 48.618847], [2.501569, 48.620402], [2.502252, 48.622289], [2.499369, 48.623857], [2.497231, 48.620741], [2.496476, 48.617748], [2.492753, 48.61938], [2.491994, 48.624307], [2.491941, 48.629278], [2.506146, 48.635632], [2.512176, 48.638122], [2.510467, 48.638017], [2.509008, 48.639655], [2.508026, 48.642084], [2.505236, 48.643445]], [[2.505005, 48.643301], [2.508026, 48.642084], [2.508994, 48.639565], [2.510291, 48.638098], [2.512406, 48.637951], [2.506959, 48.635379], [2.492023, 48.629269], [2.491994, 48.624343], [2.489875, 48.618171], [2.490709, 48.615886], [2.494415, 48.613059], [2.497751, 48.613441], [2.501247, 48.61313], [2.505791, 48.613735], [2.499511, 48.61725], [2.501428, 48.618847], [2.501569, 48.620402], [2.502252, 48.622289], [2.499369, 48.623857], [2.49696, 48.620777], [2.496451, 48.618405], [2.492753, 48.61938], [2.487333, 48.620736], [2.486027, 48.614391], [2.479533, 48.614354], [2.474096, 48.614019]], [[2.492023, 48.629269], [2.491994, 48.624343], [2.489875, 48.618171], [2.490709, 48.615886], [2.494415, 48.613059], [2.497751, 48.613441], [2.501247, 48.61313], [2.505791, 48.613735], [2.499511, 48.61725], [2.501428, 48.618847], [2.501569, 48.620402], [2.502252, 48.622289], [2.499369, 48.623857], [2.49696, 48.620777], [2.496451, 48.618405], [2.492753, 48.61938], [2.487333, 48.620736], [2.486027, 48.614391], [2.479533, 48.614354], [2.474096, 48.614019]], [[2.474096, 48.614019], [2.481266, 48.613471], [2.486177, 48.614517], [2.489163, 48.620374], [2.48921, 48.618046], [2.490993, 48.61594], [2.494116, 48.61296], [2.497288, 48.612956], [2.501274, 48.613094], [2.505791, 48.613735], [2.499511, 48.61725], [2.501428, 48.618847], [2.501569, 48.620402], [2.502252, 48.622289], [2.499369, 48.623857], [2.497231, 48.620741], [2.496476, 48.617748], [2.492753, 48.61938], [2.491994, 48.624307], [2.491941, 48.629278]]]}";48.6207503967,2.49523857901
015015021:21;21;21;Bus;F7A600;;"{""type"": ""MultiLineString"", ""coordinates"": [[[2.030281, 48.910787], [2.023018, 48.913805], [1.99555, 48.923403], [1.989158, 48.918537], [1.984317, 48.918514], [1.976673, 48.919578], [1.975035, 48.923662], [1.970871, 48.922329], [1.963471, 48.923519], [1.946198, 48.926294], [1.943553, 48.92625], [1.937955, 48.926967], [1.936128, 48.928855], [1.939458, 48.930235], [1.942781, 48.932655], [1.948529, 48.935658]], [[2.030281, 48.910787], [2.023018, 48.913805], [1.99555, 48.923403], [1.989158, 48.918537], [1.984317, 48.918514], [1.976673, 48.919578], [1.975035, 48.923662], [1.974405, 48.927992]], [[1.912571, 48.993074], [1.912965, 48.989071], [1.912098, 48.986587], [1.912289, 48.981582], [1.912987, 48.979796], [1.914826, 48.976945], [1.91836, 48.972087], [1.92303, 48.965049], [1.920581, 48.953905], [1.917209, 48.954109], [1.915658, 48.951884], [1.9175, 48.950219], [1.922179, 48.948591], [1.927065, 48.946738], [1.958575, 48.940381], [1.948162, 48.935414], [1.942699, 48.932709], [1.938976, 48.929892], [1.935927, 48.928685], [1.938149, 48.92667], [1.943839, 48.926278], [1.946773, 48.926099], [1.963075, 48.923635], [1.970764, 48.92213], [1.975051, 48.923677], [1.976741, 48.919458], [1.984317, 48.918523], [1.988694, 48.918509], [1.995744, 48.923389], [2.023102, 48.913464], [2.04308, 48.908284], [2.065968, 48.901014], [2.084922, 48.899896], [2.087767, 48.900756], [2.092387, 48.898078], [2.095462, 48.895256], [2.097555, 48.89471], [2.098473, 48.896617], [2.094681, 48.899007]], [[2.098473, 48.896617], [2.094681, 48.899007], [2.092673, 48.898115], [2.087794, 48.90081], [2.077688, 48.901768], [2.06635, 48.901069], [2.04264, 48.909002], [2.023018, 48.913805], [1.99555, 48.923403], [1.989158, 48.918537], [1.984317, 48.918514], [1.976673, 48.919578], [1.975035, 48.923662], [1.970871, 48.922329], [1.963471, 48.923519], [1.946198, 48.926294], [1.943553, 48.92625], [1.937955, 48.926967], [1.936128, 48.928855], [1.939458, 48.930235], [1.942781, 48.932655], [1.948529, 48.935658], [1.958575, 48.940381], [1.913626, 48.951778], [1.9175, 48.950219], [1.922179, 48.948591], [1.927065, 48.946738], [1.923333, 48.964708], [1.917225, 48.973997], [1.914906, 48.977125], [1.913179, 48.97959], [1.912368, 48.98196], [1.911888, 48.985553], [1.913169, 48.989242], [1.912571, 48.993074]], [[1.974268, 48.927992], [1.975051, 48.923677], [1.976741, 48.919458], [1.984317, 48.918523], [1.988694, 48.918509], [1.995744, 48.923389], [2.023102, 48.913464], [2.030281, 48.910787]], [[1.935927, 48.928685], [1.938149, 48.92667], [1.943839, 48.926278], [1.946773, 48.926099], [1.963075, 48.923635], [1.970764, 48.92213], [1.975051, 48.923677], [1.976741, 48.919458], [1.984317, 48.918523], [1.988694, 48.918509], [1.995744, 48.923389], [2.023102, 48.913464], [2.030281, 48.910787]], [[2.07744, 48.894173], [2.064556, 48.892259], [2.06241, 48.898453], [2.04264, 48.909002], [2.023018, 48.913805], [1.99555, 48.923403], [1.989158, 48.918537], [1.984317, 48.918514], [1.976673, 48.919578], [1.975035, 48.923662], [1.970871, 48.922329], [1.963471, 48.923519], [1.946198, 48.926294], [1.943553, 48.92625], [1.937955, 48.926967], [1.936128, 48.928855], [1.939458, 48.930235], [1.942781, 48.932655], [1.948529, 48.935658], [1.958575, 48.940381], [1.913626, 48.951778], [1.9175, 48.950219], [1.922179, 48.948591], [1.927065, 48.946738], [1.923333, 48.964708], [1.917225, 48.973997], [1.914906, 48.977125], [1.913179, 48.97959], [1.912368, 48.98196], [1.911888, 48.985553], [1.913169, 48.989242], [1.912571, 48.993074]], [[2.030281, 48.910787], [2.023018, 48.913805], [1.99555, 48.923403], [1.989158, 48.918537], [1.984317, 48.918514], [1.976673, 48.919578], [1.975035, 48.923662]], [[1.958575, 48.940381], [1.948162, 48.935414], [1.942699, 48.932709], [1.938976, 48.929892], [1.935927, 48.928685], [1.938149, 48.92667], [1.943839, 48.926278], [1.946773, 48.926099], [1.963075, 48.923635], [1.970764, 48.92213], [1.974268, 48.927992], [2.023102, 48.913464], [2.04308, 48.908284], [2.061546, 48.898004], [2.064556, 48.892259], [2.07744, 48.894173]], [[1.975051, 48.923677], [1.976741, 48.919458], [1.984317, 48.918523], [1.988694, 48.918509], [1.995744, 48.923389], [2.023102, 48.913464], [2.022688, 48.907549], [2.022472, 48.90274], [2.031266, 48.902592], [2.04308, 48.908284], [2.061546, 48.898004], [2.064556, 48.892259], [2.07744, 48.894173]], [[1.975051, 48.923677], [1.976741, 48.919458], [1.984317, 48.918523], [1.988694, 48.918509], [1.995744, 48.923389], [2.023102, 48.913464], [2.04308, 48.908284], [2.065968, 48.901014], [2.084922, 48.899896], [2.087767, 48.900756], [2.092387, 48.898078], [2.095462, 48.895256], [2.097555, 48.89471], [2.098473, 48.896617], [2.094681, 48.899007]], [[2.098473, 48.896617], [2.094681, 48.899007], [2.092673, 48.898115], [2.087794, 48.90081], [2.077688, 48.901768], [2.071828, 48.901422], [2.06635, 48.901069], [2.04264, 48.909002], [2.030281, 48.910787], [2.023018, 48.913805], [1.99555, 48.923403], [1.989158, 48.918537], [1.984317, 48.918514], [1.976673, 48.919578], [1.975035, 48.923662], [1.970871, 48.922329], [1.963471, 48.923519], [1.946198, 48.926294], [1.943553, 48.92625], [1.937955, 48.926967], [1.936128, 48.928855], [1.939458, 48.930235], [1.942781, 48.932655], [1.948529, 48.935658], [1.958575, 48.940381], [1.913626, 48.951778], [1.9175, 48.950219], [1.922179, 48.948591], [1.927065, 48.946738], [1.923333, 48.964708], [1.917225, 48.973997], [1.914906, 48.977125], [1.913179, 48.97959], [1.912368, 48.98196], [1.911888, 48.985553], [1.913169, 48.989242], [1.912571, 48.993074]], [[2.061546, 48.898004], [2.04264, 48.909002], [2.023018, 48.913805], [1.99555, 48.923403], [1.989158, 48.918537], [1.984317, 48.918514], [1.976673, 48.919578], [1.975035, 48.923662]], [[1.912571, 48.993074], [1.912965, 48.989071], [1.912098, 48.986587], [1.912289, 48.981582], [1.912987, 48.979796], [1.914826, 48.976945], [1.91836, 48.972087], [1.92303, 48.965049], [1.920581, 48.953905], [1.917209, 48.954109], [1.915658, 48.951884], [1.9175, 48.950219], [1.922179, 48.948591], [1.927065, 48.946738], [1.948162, 48.935414], [1.942699, 48.932709], [1.938976, 48.929892], [1.935927, 48.928685], [1.938149, 48.92667], [1.943839, 48.926278], [1.946773, 48.926099], [1.963075, 48.923635], [1.970764, 48.92213], [1.975051, 48.923677], [1.976741, 48.919458], [1.984317, 48.918523], [1.988694, 48.918509], [1.995744, 48.923389], [2.023102, 48.913464], [2.04308, 48.908284], [2.061546, 48.898004], [2.064556, 48.892259], [2.07744, 48.894173]], [[2.07744, 48.894173], [2.064556, 48.892259], [2.061546, 48.898004], [2.04264, 48.909002], [2.032628, 48.902731], [2.024377, 48.901011], [2.020383, 48.903337], [2.02254, 48.907306], [1.99555, 48.923403], [1.989158, 48.918537], [1.984317, 48.918514], [1.976673, 48.919578], [1.975035, 48.923662], [1.970871, 48.922329], [1.963471, 48.923519], [1.946198, 48.926294], [1.943553, 48.92625], [1.937955, 48.926967], [1.936128, 48.928855], [1.939458, 48.930235], [1.942781, 48.932655], [1.948529, 48.935658], [1.958575, 48.940381], [1.913626, 48.951778], [1.9175, 48.950219], [1.922179, 48.948591], [1.927065, 48.946738], [1.923333, 48.964708], [1.917225, 48.973997], [1.914906, 48.977125], [1.913179, 48.97959], [1.912368, 48.98196], [1.911888, 48.985553], [1.913169, 48.989242], [1.912571, 48.993074]], [[1.970764, 48.92213], [1.975051, 48.923677], [1.976741, 48.919458], [1.984317, 48.918523], [1.988694, 48.918509], [1.995744, 48.923389], [2.023102, 48.913464], [2.030281, 48.910787], [2.04308, 48.908284], [2.061546, 48.898004]], [[1.975051, 48.923677], [1.976741, 48.919458], [1.984317, 48.918523], [1.988694, 48.918509], [1.995744, 48.923389], [2.023102, 48.913464], [2.04308, 48.908284], [2.06241, 48.898453], [2.084922, 48.899896], [2.087767, 48.900756], [2.092387, 48.898078], [2.095462, 48.895256], [2.097555, 48.89471], [2.098473, 48.896617], [2.094681, 48.899007]], [[2.064556, 48.892259], [2.07744, 48.894173], [2.061546, 48.898004], [2.04264, 48.909002], [2.032628, 48.902731], [2.024377, 48.901011], [2.020383, 48.903337], [2.02254, 48.907306], [1.99555, 48.923403], [1.989158, 48.918537], [1.984317, 48.918514], [1.976673, 48.919578], [1.975035, 48.923662], [1.970871, 48.922329], [1.963471, 48.923519], [1.946198, 48.926294], [1.943553, 48.92625], [1.937955, 48.926967], [1.936128, 48.928855], [1.939458, 48.930235], [1.942781, 48.932655], [1.948529, 48.935658], [1.958575, 48.940381], [1.913626, 48.951778], [1.9175, 48.950219], [1.922179, 48.948591], [1.927065, 48.946738], [1.923333, 48.964708], [1.917225, 48.973997], [1.914906, 48.977125], [1.913179, 48.97959], [1.912368, 48.98196], [1.911888, 48.985553], [1.913169, 48.989242], [1.912571, 48.993074]], [[2.064556, 48.892259], [2.07744, 48.894173], [2.061546, 48.898004], [2.04264, 48.909002], [2.023018, 48.913805], [1.99555, 48.923403], [1.989158, 48.918537], [1.984317, 48.918514], [1.976673, 48.919578], [1.975035, 48.923662], [1.970871, 48.922329], [1.963471, 48.923519], [1.946198, 48.926294], [1.943553, 48.92625], [1.937955, 48.926967], [1.936128, 48.928855], [1.939458, 48.930235], [1.942781, 48.932655], [1.948529, 48.935658]], [[1.912571, 48.993074], [1.912965, 48.989071], [1.912098, 48.986587], [1.912289, 48.981582], [1.912987, 48.979796], [1.914826, 48.976945], [1.91836, 48.972087], [1.92303, 48.965049], [1.920581, 48.953905], [1.917209, 48.954109], [1.915658, 48.951884], [1.9175, 48.950219], [1.922179, 48.948591], [1.927065, 48.946738], [1.958575, 48.940381], [1.948162, 48.935414], [1.942699, 48.932709], [1.938976, 48.929892], [1.935927, 48.928685], [1.938149, 48.92667], [1.943839, 48.926278], [1.946773, 48.926099], [1.963075, 48.923635], [1.970764, 48.92213], [1.975051, 48.923677], [1.976741, 48.919458], [1.984317, 48.918523], [1.988694, 48.918509], [1.995744, 48.923389], [2.023102, 48.913464], [2.04308, 48.908284], [2.062765, 48.898445], [2.084922, 48.899896], [2.087767, 48.900756], [2.092387, 48.898078], [2.095462, 48.895256], [2.097555, 48.89471], [2.098473, 48.896617], [2.094681, 48.899007]]]}";48.924788462,1.98980097802
055055013:DM13;DM13;DM13;Bus;9980FF;;"{""type"": ""MultiLineString"", ""coordinates"": [[[2.301415, 48.607324], [2.300386, 48.606074], [2.295807, 48.602656], [2.281081, 48.6095], [2.278067, 48.613103], [2.268642, 48.615579], [2.265915, 48.616881], [2.266684, 48.619992], [2.263231, 48.626579], [2.268039, 48.630743], [2.272582, 48.630809], [2.270858, 48.631752]], [[2.270858, 48.631752], [2.268008, 48.633503], [2.266017, 48.631821], [2.263231, 48.626579], [2.266616, 48.62018], [2.265468, 48.61689], [2.268534, 48.615498], [2.267318, 48.61227], [2.277782, 48.613579], [2.281094, 48.609347], [2.282848, 48.604053], [2.298803, 48.601911], [2.300955, 48.606505]], [[2.301415, 48.607324], [2.300386, 48.606074], [2.295807, 48.602656], [2.28255, 48.604296], [2.281081, 48.6095], [2.278067, 48.613103], [2.267318, 48.61227], [2.268642, 48.615579], [2.265915, 48.616881], [2.266684, 48.619992], [2.263231, 48.626579], [2.268039, 48.630743], [2.272582, 48.630809], [2.270858, 48.631752]], [[2.270858, 48.631752], [2.268008, 48.633503], [2.266017, 48.631821], [2.251398, 48.623316], [2.263231, 48.626579], [2.266616, 48.62018], [2.265468, 48.61689], [2.268534, 48.615498], [2.277782, 48.613579], [2.281094, 48.609347], [2.298803, 48.601911], [2.300955, 48.606505]], [[2.270858, 48.631752], [2.268008, 48.633503], [2.266017, 48.631821], [2.263231, 48.626579], [2.266616, 48.62018], [2.265468, 48.61689], [2.268534, 48.615498], [2.277782, 48.613579], [2.281094, 48.609347], [2.298803, 48.601911], [2.300955, 48.606505]], [[2.301415, 48.607324], [2.300386, 48.606074], [2.295807, 48.602656], [2.281081, 48.6095], [2.278067, 48.613103], [2.268642, 48.615579], [2.265915, 48.616881], [2.266684, 48.619992], [2.263231, 48.626579], [2.251398, 48.623316], [2.268039, 48.630743], [2.272582, 48.630809], [2.270858, 48.631752]]]}";48.6159881764,2.27543743014
